Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU58,OUT013,3068.52029712844
FDY27,OUT017,2985.7414666066925
FDV56,OUT035,1872.5360975458798
FDT59,OUT046,3707.5549368016045
FDB23,OUT046,3657.6877998960445
FDR49,OUT045,723.1697363554135
FDB03,OUT010,1938.8027560698247
FDN39,OUT045,2651.4546674161256
FDX02,OUT027,4992.125963097519
FDQ16,OUT027,3186.880952909969
FDU35,OUT018,1336.5780390715713
NCT29,OUT013,1962.619995134156
FDZ27,OUT046,869.0987164229214
FDN57,OUT017,2388.91825508323
FDA03,OUT018,2101.564815386656
FDZ36,OUT045,2947.6967572815665
NCU05,OUT013,1326.104846310739
FDT39,OUT018,2194.161011860954
FDK60,OUT017,1749.585519369164
FDZ25,OUT017,2883.5299300542174
FDG12,OUT046,2048.783663496476
DRB01,OUT019,1102.8079251999852
NCC43,OUT027,5375.295465590113
FDX13,OUT019,2015.3932081304292
FDM22,OUT049,991.4050350014513
FDJ03,OUT027,2318.4920111725087
FDU14,OUT018,3683.635304045105
FDB33,OUT010,648.9585974357833
FDP27,OUT046,3066.7538776935935
FDO38,OUT010,664.1572562163744
FDE28,OUT027,5143.348468776159
FDO27,OUT035,1629.4552317611888
DRL23,OUT027,3167.6005523939248
FDS28,OUT046,1005.164131943659
FDX24,OUT013,1535.1945764030565
FDZ02,OUT035,1671.8807452531878
FDL46,OUT045,1839.6852526735538
FDS60,OUT027,4292.8324250026235
NCO06,OUT017,684.9036197091095
FDO16,OUT035,1439.2789331729714
FDC60,OUT049,1510.8154556614754
FDA48,OUT018,3194.5243578699747
FDZ36,OUT027,4445.817402752271
FDK27,OUT045,1919.8806625762145
FDW23,OUT018,378.72370777349215
FDM14,OUT018,1501.3996859935683
FDM14,OUT013,1779.335220553985
FDW60,OUT018,2594.4434978507734
FDE21,OUT013,1919.119624489712
NCM42,OUT035,1798.5688627382197
FDY59,OUT010,382.74331545355585
DRI49,OUT049,1350.1094438420214
FDT28,OUT019,495.89882667625534
FDQ22,OUT018,400.8371085587046
FDR60,OUT049,1299.0988678865779
FDC50,OUT019,408.3703835251913
FDV24,OUT013,2440.0093033538533
DRF48,OUT010,1073.2093827149347
FDQ47,OUT046,701.1157189053697
DRN36,OUT049,1625.2727032374
NCY06,OUT035,2091.2319744849938
FDE52,OUT035,1567.3961154178646
NCB54,OUT045,1972.138676012224
NCF31,OUT035,2466.3727382077914
FDJ08,OUT027,4462.93874986382
NCC07,OUT017,1837.355714886161
NCD19,OUT027,2328.0862039831018
FDL46,OUT049,1973.6417286164342
FDM20,OUT045,3867.205637840557
NCI06,OUT010,934.6082169696574
DRM11,OUT035,4134.023751299959
NCH07,OUT018,2214.6352481733393
FDS23,OUT013,2099.514090446519
FDO49,OUT018,602.3994418393072
FDS35,OUT049,1141.3729882396287
DRK39,OUT045,1305.0424843464552
DRI39,OUT049,1021.9853649682773
FDV04,OUT017,2684.8823882188954
NCN14,OUT035,2924.957619212425
FDH08,OUT013,3703.7433127174036
FDS20,OUT046,2960.6796280046738
FDV40,OUT049,1303.7095591216603
FDZ48,OUT010,138.44526529598215
FDS24,OUT027,2908.6418232779743
FDK44,OUT049,2836.5403364175772
FDS48,OUT045,2366.179207607959
FDK26,OUT010,1103.9446002092031
FDD23,OUT045,2995.6080405001776
NCH54,OUT017,2689.702382098134
NCP14,OUT010,235.66020841972477
FDM60,OUT010,1195.911568064516
FDV24,OUT017,2548.708311448363
FDH08,OUT018,3360.463718046428
FDS12,OUT027,3470.291291642512
FDR39,OUT027,4325.763676821901
FDP12,OUT027,2117.2693620770915
DRF60,OUT027,5173.009724593569
FDC09,OUT035,1773.235970894742
FDF50,OUT018,2857.3617344263757
FDG28,OUT035,3951.4215510299064
NCE19,OUT017,1036.7169581378944
NCM53,OUT010,190.47006776356284
NCN18,OUT049,1812.1584574805229
FDF32,OUT035,3224.627071528911
FDF11,OUT013,3860.4946405580076
DRI59,OUT049,3615.695573445776
NCG54,OUT035,2724.1295620871706
FDM44,OUT046,1695.1594675965603
FDT57,OUT018,3462.0678424517346
FDV24,OUT046,2442.3928447087847
FDI50,OUT019,1738.3893387850662
FDS09,OUT035,947.2641449370653
NCC31,OUT027,3895.520942056124
FDQ07,OUT019,1596.5611366065973
FDC22,OUT017,3214.1355851731323
FDZ56,OUT046,2753.320882747361
FDZ40,OUT019,1010.7093673614195
FDS46,OUT027,3391.0096352860674
DRD24,OUT045,2198.817345265449
FDV45,OUT017,3148.9172288489017
FDL26,OUT045,2440.3921563532404
FDA56,OUT018,1716.8311250663369
FDN27,OUT046,1954.749436839641
FDM20,OUT049,3951.372166697168
FDO16,OUT017,1500.2746808040583
FDL03,OUT035,3218.065845007609
FDE58,OUT046,1920.4383326679435
FDI02,OUT027,3282.3912118290646
NCC55,OUT019,1276.1104622316893
FDR03,OUT018,3044.910671700055
FDB14,OUT017,1676.4643565505216
FDR45,OUT013,3840.6834482354852
NCN07,OUT017,2207.7336196094684
FDM51,OUT019,199.68470090467963
FDT52,OUT027,5359.393324989176
FDL26,OUT046,2496.4441427725797
NCZ42,OUT046,3801.2132069786967
DRI47,OUT019,408.7223851345898
FDW40,OUT013,2315.0211576141655
FDN34,OUT046,2774.1855210358353
FDS01,OUT035,2897.2625896079053
NCG55,OUT045,1807.6373848516114
FDC11,OUT035,1458.7869675224315
FDX35,OUT018,3351.6584185833954
NCB06,OUT046,2566.019647965887
FDR09,OUT019,2181.1532822019117
FDC53,OUT017,1721.0961968923875
FDY45,OUT013,4063.9922579942677
FDA22,OUT010,760.3874096156806
FDE02,OUT035,1584.8022121009585
FDW21,OUT045,1638.5062904817223
FDV34,OUT046,1293.2604828481258
FDS59,OUT049,1877.4051979895958
NCW17,OUT017,2177.398904958268
NCK54,OUT046,1904.2980703964704
FDG17,OUT019,1992.0396902454358
FDG35,OUT017,2946.614663883167
FDD08,OUT010,1242.9852124335666
NCO07,OUT017,3474.334513952448
FDJ10,OUT010,378.3664731596077
FDW36,OUT017,1822.7300453457246
FDW21,OUT010,223.09315524508838
FDY19,OUT017,2057.1260827284013
DRE03,OUT013,826.2401457164119
NCC55,OUT049,691.7043461696367
FDH52,OUT010,818.0086176183383
FDO09,OUT017,4349.088343136394
FDU43,OUT045,3799.029293442127
FDX09,OUT010,868.0001910123879
FDH40,OUT019,528.8722311110675
FDW58,OUT017,1838.5902415779983
FDC47,OUT017,3727.6561902139756
NCR41,OUT035,1567.6525337290927
DRG49,OUT035,3906.9684471379196
FDC52,OUT027,3939.289167161095
FDY13,OUT046,1264.1905368442126
FDY35,OUT013,834.5457879451974
FDI35,OUT017,3034.591245444253
NCU18,OUT049,2299.8008102810845
FDY33,OUT018,2278.8111242578443
FDC15,OUT027,3948.460706655512
FDU01,OUT049,3073.0115197974483
NCU42,OUT046,2720.302895907327
NCV29,OUT018,2526.8212308986385
NCY30,OUT017,3031.79223577857
FDQ46,OUT049,1858.2446716422337
FDG58,OUT027,3934.407650608384
FDK33,OUT017,3530.3604686679637
NCD07,OUT045,1795.602969340267
NCX29,OUT027,3723.911468116996
NCT42,OUT013,2377.554321913135
DRN59,OUT035,814.2889426728157
FDI44,OUT035,1349.9168187060318
FDA45,OUT049,2876.6710785329924
FDP31,OUT045,1076.3700977693238
FDY01,OUT046,1909.8159460903826
FDT09,OUT018,1895.3161586599172
DRH03,OUT027,2986.4222920711345
FDA36,OUT018,2693.89389091284
NCF31,OUT017,2567.776161219257
FDG14,OUT049,2518.0019967294174
FDG28,OUT027,5368.369315372387
FDU14,OUT049,4032.5361021375884
FDY47,OUT019,239.75412367525632
FDI56,OUT049,1535.7333502500783
DRD01,OUT013,991.9448569037268
FDM22,OUT046,995.9338374079875
FDH33,OUT013,732.1295828983671
DRZ24,OUT013,1911.705140630991
NCQ38,OUT046,1720.9674543834167
FDO16,OUT027,2821.9705449568773
FDU07,OUT027,3841.7811029769555
NCB07,OUT013,3086.0404445514687
FDU48,OUT045,2075.597617362252
NCM43,OUT045,2572.1701466508193
FDR31,OUT010,450.8473195131255
DRK49,OUT018,410.00246609669375
NCI30,OUT010,1931.1869689786236
DRD60,OUT017,3012.634021143589
NCG19,OUT046,3719.8563674128172
FDH12,OUT035,1743.429784612386
FDM32,OUT035,1561.9878273835398
FDM27,OUT035,2578.112678661516
NCU53,OUT027,4065.1185606394565
NCQ18,OUT046,1603.4798934864589
FDS10,OUT013,2878.346720442295
FDB33,OUT027,3977.896715512911
FDI12,OUT013,1455.6069919315073
NCW42,OUT013,3508.6816346636333
NCC06,OUT018,1763.2993558279586
FDW02,OUT017,2219.807750262842
NCD43,OUT017,1810.6983440567683
FDM57,OUT018,1107.7387594578136
FDA58,OUT017,3880.1893880124526
FDK56,OUT046,2979.7738736784477
FDP52,OUT045,3654.4877756260285
FDW20,OUT018,1728.565472426611
FDS52,OUT049,1694.227778739321
NCT29,OUT018,1619.2966855924724
NCL54,OUT013,2806.37051473917
FDC05,OUT045,3136.787017547451
FDF34,OUT035,3225.314843788319
FDP03,OUT027,3496.1543928450565
FDD32,OUT010,498.16658087304563
FDZ10,OUT045,2005.7019624428613
FDZ40,OUT035,960.1309453308777
FDD51,OUT018,462.3811105730688
NCY30,OUT019,925.7781488991618
FDP58,OUT017,3579.460591795333
FDV49,OUT017,4321.882383807699
FDY24,OUT019,1024.790357724051
NCO55,OUT017,1841.4378554796858
FDR13,OUT017,2064.451152498621
FDS51,OUT017,1187.1585505593312
FDP26,OUT045,1646.7867547316578
NCB54,OUT027,3495.213483895467
FDF32,OUT017,3282.452274144336
FDN31,OUT018,2733.089972258673
DRM48,OUT017,741.0866158621689
FDN20,OUT049,2772.0842930141125
DRL01,OUT046,3750.2002660963
FDV56,OUT049,1853.7008675777324
DRH13,OUT027,3175.67579004283
FDA03,OUT017,2525.638346700892
FDF47,OUT027,4982.215203001109
FDX32,OUT046,2423.8868108816487
FDX57,OUT049,1666.291143660826
NCA30,OUT045,2947.4133421215884
FDO49,OUT013,913.0235868880554
FDL04,OUT019,237.4891337895874
DRM48,OUT035,670.865675462348
FDR16,OUT013,3421.6583916904547
NCC19,OUT018,2746.1109513725623
NCE42,OUT045,3668.809494703898
FDY24,OUT017,1084.0758088263483
FDH19,OUT049,2870.7405276686623
FDJ46,OUT013,2787.2885103875624
FDN45,OUT010,1622.4809630251457
FDY08,OUT035,2325.0195469972514
FDZ37,OUT035,1509.9738787624733
NCT30,OUT045,728.6027667433345
DRY23,OUT018,448.8164123144643
NCZ30,OUT018,1655.5338380220237
FDC44,OUT018,1534.7924931053317
FDB45,OUT035,1763.28342281199
FDY04,OUT013,2669.9120300396
FDM27,OUT046,2605.764310013278
FDZ43,OUT017,4011.1933884763166
FDT39,OUT019,559.6352157920601
NCC06,OUT019,102.99747385211094
FDL15,OUT027,3911.789553357811
FDL57,OUT017,4248.888044577172
FDU08,OUT046,1653.9125825309716
FDK40,OUT017,4318.994136847913
FDQ12,OUT010,1718.6773342837341
FDS48,OUT017,2561.2694174849785
FDP09,OUT045,3323.6990278636786
FDW21,OUT049,1713.3355545283302
FDY25,OUT035,2936.627303116007
DRE13,OUT017,1526.3630315631713
FDV43,OUT019,1183.7119923734429
FDD22,OUT045,1750.0181048753689
FDM46,OUT019,447.42811082119306
NCO30,OUT010,1014.891563381846
FDM25,OUT046,2855.8915840014233
NCN41,OUT049,2011.5267083737126
FDU24,OUT045,1495.8119241499471
FDZ50,OUT046,3007.821892463203
FDP45,OUT013,4045.082542079862
NCM54,OUT045,1960.2026301231745
FDW10,OUT019,868.0547687032195
FDP20,OUT017,2209.623682680799
FDK32,OUT046,2505.0198707832933
FDN52,OUT049,1513.3433019555473
FDM58,OUT045,1783.6000683630195
FDZ46,OUT027,3228.6407925836884
NCA18,OUT018,1578.9121640156654
FDD35,OUT046,2000.5019514675632
NCK31,OUT035,866.6325593006591
FDI40,OUT027,3098.4489514079924
FDT50,OUT019,297.164394302853
NCT06,OUT046,2642.6633354309824
FDT31,OUT035,3060.198349483094
FDT45,OUT049,948.4835509502109
FDT13,OUT045,2938.104213872757
FDO50,OUT045,1431.0448948293479
NCU18,OUT010,315.75612091847415
NCR54,OUT049,3128.0031524769247
NCO18,OUT018,2535.831277713811
FDU09,OUT045,934.0277282462175
FDT13,OUT018,2704.463245537386
FDE09,OUT046,1865.289140340613
NCK53,OUT019,299.38658602128953
FDG45,OUT049,3440.7776985809205
DRH15,OUT035,805.730396239851
FDO21,OUT019,1686.450544075014
FDD14,OUT027,4351.688113121514
FDC09,OUT046,1757.3792970485806
FDH45,OUT027,2225.258412985838
FDV32,OUT046,1118.6030791276576
FDG12,OUT035,2017.9680737182262
FDS32,OUT013,2327.672713881834
NCL55,OUT018,3662.815597590312
DRE01,OUT035,3869.3500665526426
DRE15,OUT049,1328.181302676675
NCL42,OUT045,3842.275268486619
FDP31,OUT013,1117.6362365945165
FDN33,OUT018,1262.7632038096713
FDZ59,OUT046,2695.0517129954715
FDE45,OUT010,940.4786986208064
FDJ07,OUT013,1951.2359595295593
FDQ45,OUT018,2698.7357577895955
FDM33,OUT027,4910.971281421507
FDO15,OUT010,604.8903402194553
FDM46,OUT013,1506.7923745685266
FDR03,OUT045,3283.214953633663
FDY49,OUT018,2417.9637657701815
FDQ60,OUT045,1898.3652713328593
FDW10,OUT049,2860.20146815111
FDO51,OUT049,873.4879078303074
FDJ40,OUT018,1514.185471847783
FDS20,OUT018,2628.975984616214
FDU45,OUT013,1881.3812698538713
FDV02,OUT035,2763.5256862247343
FDN09,OUT046,3872.50312401015
NCM55,OUT027,4386.055692936258
FDN23,OUT018,2080.5849707301495
FDY31,OUT010,423.5025259779677
FDW03,OUT010,130.59934981758443
FDD14,OUT046,2931.2171759874764
FDV23,OUT017,2163.742412937151
DRI03,OUT045,2759.805432142176
FDN13,OUT035,1655.9244433259819
FDF45,OUT027,2499.9253497442614
FDU46,OUT035,1524.6372782233248
FDB57,OUT049,3643.678560478189
FDV12,OUT049,1712.4055087212337
FDQ58,OUT013,2446.3766276036813
NCA18,OUT017,1984.3138715467767
FDH52,OUT049,1119.3929982192521
FDM24,OUT018,2151.580670393919
NCP43,OUT027,4306.996190875959
NCO18,OUT019,877.417992846415
FDM32,OUT017,1643.2017765468372
NCL07,OUT017,775.6459226731631
FDK03,OUT013,4077.9123156577425
FDP59,OUT017,1849.232789520237
FDQ24,OUT049,4019.1144665417632
FDQ16,OUT018,1487.7286042423843
FDU44,OUT013,2640.5701712248665
FDH28,OUT010,1227.475244485689
FDV28,OUT019,1294.330124200033
FDM22,OUT045,901.0153382981966
FDR56,OUT046,3195.328316451122
FDV39,OUT049,3207.9804942041483
FDU37,OUT019,578.3959766197202
FDQ11,OUT010,2197.391913590387
FDX02,OUT045,3511.046353480686
NCS42,OUT018,1194.6416529977923
FDY57,OUT027,3008.2438634376904
FDB21,OUT049,3881.6534398431995
FDE28,OUT017,3805.860061938558
FDQ55,OUT017,2028.8693129339672
FDA48,OUT049,3574.605065213469
FDZ19,OUT045,2738.993161092384
NCC43,OUT045,3915.949058427377
NCV18,OUT046,1340.7421562650384
NCA42,OUT018,2236.1570310047155
FDY45,OUT046,4092.8471702074758
NCC30,OUT045,2783.9965030947324
FDM57,OUT013,1452.628779561774
FDL09,OUT010,760.1908829941967
FDB09,OUT027,3462.238423102709
FDT44,OUT035,1968.7899949791254
NCT06,OUT027,4042.7887777762317
FDX26,OUT049,2982.459603987588
FDK32,OUT013,2524.4077575788942
DRA12,OUT046,2311.9954958028347
FDO46,OUT010,1124.7373528978746
FDE52,OUT013,1494.6939803770301
NCH42,OUT045,3581.242174525745
FDV08,OUT035,788.025329877355
FDB47,OUT018,3054.22268826691
FDC28,OUT010,132.35757020586152
FDD22,OUT046,1860.5304664690493
FDS07,OUT027,3305.5123917398296
DRI13,OUT045,3388.4079562647266
FDG32,OUT018,3239.6732356832654
FDU14,OUT017,4115.4636384867745
FDD28,OUT019,939.4461621315972
NCP41,OUT017,1892.6698695628038
FDS08,OUT049,2859.1569011876945
FDX47,OUT045,2528.7393774434977
FDC53,OUT019,276.6940442740279
FDQ19,OUT035,3928.773835103577
FDL14,OUT045,2474.584505663992
FDM33,OUT019,1575.4510551757317
FDA51,OUT045,1815.0586184104968
FDZ27,OUT018,557.6479543283017
FDT04,OUT046,731.7756472807182
DRC13,OUT049,2095.289660548644
FDR16,OUT027,4878.6784994662485
FDQ03,OUT027,5232.193125723278
FDE38,OUT035,2727.388838245226
DRH23,OUT027,2359.7295396186137
FDT11,OUT019,1129.0224450441115
FDD09,OUT035,2930.9615183007263
FDR40,OUT045,1344.5490337898323
FDX07,OUT017,3119.358461541775
FDR07,OUT035,1633.960527724485
FDA51,OUT017,2014.7324188640778
FDT59,OUT019,1754.494942688138
FDF20,OUT017,3256.948774219405
FDR13,OUT045,1852.237440399691
FDY26,OUT049,3452.383116996254
FDW04,OUT017,2263.920354404514
FDK52,OUT017,3729.6750302971986
FDN60,OUT049,2560.1908029843435
FDM09,OUT019,833.9445622687344
FDP46,OUT049,1486.3612823086214
FDB50,OUT019,655.443692353922
NCQ29,OUT049,4116.572218679661
FDP16,OUT027,5327.823988214233
FDX33,OUT018,2315.776376884429
FDP07,OUT010,1202.5082248724316
FDN22,OUT046,4031.6417196131315
FDF39,OUT049,4255.072336771695
FDS21,OUT017,1196.010952568381
NCM42,OUT013,1736.7565620893397
FDK50,OUT019,697.6634264689769
DRF13,OUT027,3784.7105382329
FDH35,OUT018,2329.8670912951548
FDP60,OUT018,1328.006281304149
DRJ49,OUT027,3526.58647163178
NCT42,OUT019,439.6052494719024
FDE38,OUT049,2733.434774846103
FDI04,OUT049,3250.2738254000815
NCH54,OUT045,2449.51618379127
FDT56,OUT049,1082.242672946817
DRD15,OUT018,3394.9725567033947
FDV58,OUT013,3090.802603885044
FDP21,OUT049,3079.4203010281235
FDH05,OUT013,3743.0466921720863
FDR10,OUT027,4029.2842148832333
NCP06,OUT045,2324.485578132063
FDF33,OUT049,1799.0955396032832
DRK37,OUT013,3006.450457218618
DRH49,OUT045,1323.3502748801466
FDT58,OUT013,2687.2513776792066
FDD41,OUT018,1437.4583823635235
FDP40,OUT018,1541.2750156216548
FDM51,OUT027,3148.7014624918747
FDO45,OUT010,461.8681466903299
FDW33,OUT010,208.62234504459775
FDY24,OUT045,887.5237140349013
FDB10,OUT010,1840.056849076418
FDM40,OUT035,2299.8813976204
NCI06,OUT017,2995.860854737609
FDW12,OUT019,425.4796877525828
FDX48,OUT027,3960.433037789837
NCW05,OUT027,3132.3495617361614
FDX27,OUT017,1727.3773212632013
DRM37,OUT045,3083.342701832288
FDA38,OUT045,3797.1507255254173
FDR36,OUT046,750.0924677229154
FDZ45,OUT046,3190.054534563188
FDG05,OUT017,2703.6238522255926
FDK28,OUT013,4108.075835486293
FDV47,OUT045,1368.0825839207737
FDN21,OUT045,2513.2308900293483
FDP20,OUT027,3501.8221510913963
FDI35,OUT045,2850.389165329676
DRY23,OUT013,778.1803857468299
FDA56,OUT017,2136.248590607418
FDB09,OUT013,2017.7005161960833
NCO26,OUT027,3305.209039143414
FDQ49,OUT018,2273.178893458791
FDI52,OUT027,3402.2919875504176
FDZ44,OUT027,3351.714023937672
FDZ09,OUT018,2328.057220294447
FDY03,OUT049,1932.9459384292331
NCG42,OUT017,2204.831748091581
DRI13,OUT027,4892.775161470322
FDQ32,OUT013,2098.1614315151783
FDW16,OUT035,1573.8222260623274
FDU27,OUT046,863.2516729022777
FDR28,OUT010,731.1147943829246
FDQ49,OUT010,668.1962817490244
FDS37,OUT046,1910.6722336970097
FDW26,OUT018,3254.3686377104314
FDX12,OUT018,3577.42694532346
NCP06,OUT013,2412.3565087494817
FDW45,OUT010,413.00236515668894
NCN30,OUT049,1577.4827394056838
FDN24,OUT049,937.7571918597841
NCL41,OUT027,1996.953226432799
FDR02,OUT019,126.48002114652581
FDD09,OUT010,986.9361679110857
FDS33,OUT010,470.82806237157047
FDU22,OUT045,1873.5203179814544
FDI53,OUT013,2640.76608970341
DRH01,OUT049,2835.8472505284226
FDX32,OUT013,2357.7182856052295
NCP30,OUT018,379.93847674949757
FDB60,OUT045,3072.891416724755
FDB14,OUT049,1607.5915017941356
NCP02,OUT035,996.8104075392835
FDJ10,OUT017,2414.2685462551217
FDG34,OUT046,1862.6678345971177
NCB18,OUT017,1550.1862257608773
FDM16,OUT049,1322.2825119668232
FDW25,OUT018,1092.0984723484248
FDB35,OUT010,394.25289714785004
DRN11,OUT013,2282.048812902837
FDF41,OUT019,1981.9427774932064
FDH16,OUT045,1392.3297785106975
NCQ50,OUT018,3066.955961170899
DRH23,OUT018,633.9111430033399
DRJ37,OUT013,2436.2227217249892
DRJ24,OUT027,4357.64273045489
FDY16,OUT035,3002.3547306064584
FDQ27,OUT045,1712.767348599828
FDZ33,OUT045,2321.8713371562235
FDF29,OUT045,2110.4141408762353
FDA08,OUT049,2716.192188246864
FDG31,OUT046,1130.4087054104762
FDE34,OUT019,995.7355465523601
NCR30,OUT027,2628.5670390840114
FDV33,OUT035,4176.774277034336
DRZ24,OUT018,1632.2147930778328
NCL54,OUT035,2785.7230746898795
FDR12,OUT049,2857.3178862631903
NCC54,OUT046,3831.426099998498
DRN59,OUT013,786.6871300775892
FDX50,OUT019,131.01336906165852
FDV31,OUT027,4287.131946709328
NCA29,OUT027,4177.504068376157
FDW60,OUT049,2921.582760561425
FDX08,OUT017,3062.2661737643
DRD49,OUT013,3731.273237647916
FDD33,OUT046,3700.7759722548417
FDW35,OUT013,766.9426492259754
FDJ36,OUT017,1832.0363529414426
FDV51,OUT035,2721.7819856806937
FDW36,OUT046,1755.2574958263363
FDH35,OUT046,2669.354287447204
NCS30,OUT027,3513.9425556266633
FDN49,OUT017,840.0531257103275
FDL08,OUT018,3622.120988416742
FDI09,OUT013,3862.937233243326
FDP19,OUT018,1785.2278982328603
FDU21,OUT010,1303.9382736553391
NCP41,OUT045,1678.8917745894232
FDY10,OUT013,1840.8991823011338
FDP12,OUT018,386.99664650468594
NCN26,OUT049,1910.2564403848164
FDK44,OUT013,2802.9452624686255
FDC28,OUT049,1820.4632810496223
FDJ41,OUT027,5608.898096899837
NCT29,OUT035,2011.9821577924067
NCH42,OUT019,1681.2636223674058
FDU60,OUT018,2419.640324681367
FDS02,OUT045,3062.140377050402
FDC51,OUT046,2076.917470826733
FDU03,OUT013,2976.208408004273
FDX39,OUT045,3369.646911524832
NCY05,OUT010,1304.4688102972611
NCL06,OUT027,5524.8535239588955
FDD32,OUT035,1417.2275791721927
NCN41,OUT045,1907.1346226898868
NCX53,OUT049,2308.726668145431
FDU57,OUT019,505.85802110910936
FDQ23,OUT046,1737.2875619105794
FDQ52,OUT045,3882.188282776973
FDC14,OUT045,687.7363836679924
FDY09,OUT035,2871.5866274680648
FDQ28,OUT045,2493.6742718979012
FDV25,OUT046,3539.9191189176854
FDJ07,OUT035,1944.598370462213
DRB25,OUT049,1757.1753961381442
FDK52,OUT019,1644.0867074004477
FDY52,OUT027,2498.75906959251
FDB28,OUT046,3183.5539762433054
FDT36,OUT035,665.929452218284
FDV25,OUT017,3661.853981315132
NCN07,OUT027,3517.0214896344287
FDC57,OUT017,3265.550692691044
FDQ03,OUT018,3512.7547011085826
FDU23,OUT017,2824.1903544733686
NCX41,OUT035,3406.82176012344
NCD06,OUT035,809.925763846491
FDW08,OUT045,1676.2429875189446
NCU29,OUT017,2443.2792452610074
NCE06,OUT013,2561.652705432555
FDV52,OUT010,2.55576565966021
FDB02,OUT017,2997.603787839559
NCR18,OUT045,670.7587888591165
FDK16,OUT049,1580.0404962094462
NCQ29,OUT010,2134.096579931899
FDZ01,OUT019,188.64168523430408
FDW27,OUT035,2594.0333368584106
FDD17,OUT018,3485.2510782190175
FDW39,OUT013,2893.215635574623
DRH59,OUT045,1135.9438946859782
FDS52,OUT013,1679.2481257616396
FDU40,OUT027,4548.301413814281
NCF54,OUT013,2767.1077552120387
FDH46,OUT045,1662.8509310294307
NCP14,OUT049,1700.921474005666
FDH50,OUT049,3024.707487725771
DRF15,OUT010,544.1415730656627
FDV27,OUT027,2924.8059143189867
NCJ06,OUT049,1973.0108227779647
FDN02,OUT018,2973.0328791203274
FDQ51,OUT049,899.4775893143278
FDQ07,OUT017,3717.540023722896
FDS45,OUT049,1804.143377560944
NCJ06,OUT045,1885.7332221504375
FDD36,OUT035,1945.199078972686
FDY25,OUT045,2864.7335483371235
FDU52,OUT046,2508.428777968342
DRK47,OUT017,3721.5227078362277
NCL30,OUT017,2180.0377464584117
FDN22,OUT035,4058.392462891603
NCF30,OUT027,3434.2444643597273
FDK03,OUT035,4152.164763221249
