Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM53,OUT010,96.03671027430528
NCN18,OUT049,1769.9617283744974
FDF32,OUT035,3107.887819440585
FDF11,OUT013,3870.654197165558
DRI59,OUT049,3445.3608536212714
NCG54,OUT035,2632.7918080016625
FDM44,OUT046,1715.8149511383099
FDT57,OUT018,3336.3599472185033
FDV24,OUT046,2355.6373166426056
FDI50,OUT019,1837.8041733814857
FDS09,OUT035,1027.7159946910015
NCC31,OUT027,3744.4890580244337
FDQ07,OUT019,1665.7576738235584
FDC22,OUT017,3067.872506204806
FDZ56,OUT046,2680.5994819392317
FDZ40,OUT019,668.5352935609201
FDS46,OUT027,3285.2686410143924
DRD24,OUT045,2172.7153135413064
FDV45,OUT017,3054.130606500921
FDL26,OUT045,2387.013548159842
FDA56,OUT018,1757.7248219999592
FDN27,OUT046,1948.9822168283945
FDM20,OUT049,3769.439511835768
FDO16,OUT017,1568.5523019770912
FDL03,OUT035,3122.381928612326
FDE58,OUT046,1908.0164071627
FDI02,OUT027,3154.0372983362186
NCC55,OUT019,939.8376487354969
FDR03,OUT018,2965.97629619463
FDB14,OUT017,1688.9589126409846
FDR45,OUT013,3847.041606421243
NCN07,OUT017,2193.9247889468743
FDM51,OUT019,84.62611865022427
FDT52,OUT027,5072.703295123202
FDL26,OUT046,2421.2302176990797
NCZ42,OUT046,3624.9710955215314
DRI47,OUT019,624.0295447569679
FDW40,OUT013,2424.7439676655404
FDN34,OUT046,2686.671076816632
FDS01,OUT035,2830.4344906783836
NCG55,OUT045,1817.567057300077
FDC11,OUT035,1464.9927522990765
FDX35,OUT018,3208.6373267823283
NCB06,OUT046,2469.453448451013
FDR09,OUT019,2202.01921116579
FDC53,OUT017,1772.7803761669156
FDY45,OUT013,4052.380288468511
FDA22,OUT010,942.7605621325401
FDE02,OUT035,1587.475806890238
FDW21,OUT045,1688.9026194208368
FDV34,OUT046,1356.6102454319239
FDS59,OUT049,1883.2307498185965
NCW17,OUT017,2173.317873679469
NCK54,OUT046,1892.6170125096405
FDG17,OUT019,2063.852351974669
FDG35,OUT017,2889.6802218458306
FDD08,OUT010,834.7829412292092
NCO07,OUT017,3355.1259240822583
FDJ10,OUT010,559.2182343725353
FDW36,OUT017,1842.2798984334054
FDW21,OUT010,114.05382666599326
FDY19,OUT017,2067.6049775211095
DRE03,OUT013,1100.1798323071707
NCC55,OUT049,781.264879223294
FDH52,OUT010,458.39654963786484
FDO09,OUT017,4105.746006430219
FDU43,OUT045,3632.8764529414866
FDX09,OUT010,1056.2677634938395
FDH40,OUT019,262.58199324591965
FDW58,OUT017,1882.1338729374324
FDC47,OUT017,3544.0697037817044
NCR41,OUT035,1612.4660750494381
DRG49,OUT035,3708.980396536227
FDC52,OUT027,3804.5237469694075
FDY13,OUT046,1321.1548042981217
FDY35,OUT013,1126.1364193736117
FDI35,OUT017,2951.6055856320318
NCU18,OUT049,2247.1792409039545
FDY33,OUT018,2223.4676500699024
FDC15,OUT027,3732.4998656281214
FDU01,OUT049,2982.631086221556
NCU42,OUT046,2638.4806192631613
NCV29,OUT018,2473.504586468007
NCY30,OUT017,2946.950219323403
FDQ46,OUT049,1832.1127014885192
FDG58,OUT027,3759.0531115186814
FDK33,OUT017,3417.3053412862546
NCD07,OUT045,1797.6235277481846
NCX29,OUT027,3555.6982777895264
NCT42,OUT013,2508.006300081077
DRN59,OUT035,901.2190485968658
FDI44,OUT035,1388.7143861230375
FDA45,OUT049,2735.014294706115
FDP31,OUT045,1109.040940877886
FDY01,OUT046,1840.6927044762938
FDT09,OUT018,1916.0825167653275
DRH03,OUT027,2911.856329951079
FDA36,OUT018,2643.2300153727
NCF31,OUT017,2510.939828847442
FDG14,OUT049,2457.870462912223
FDG28,OUT027,5079.908063875949
FDU14,OUT049,3846.3506594913506
FDY47,OUT019,459.40592259005143
FDI56,OUT049,1547.4072587028786
DRD01,OUT013,1228.6764200499656
FDM22,OUT046,1072.225853581905
FDH33,OUT013,977.8411251920966
DRZ24,OUT013,2053.606356461158
NCQ38,OUT046,1734.4644826738322
FDO16,OUT027,2781.2945239155715
FDU07,OUT027,3690.951885465688
NCB07,OUT013,3128.729511519553
FDU48,OUT045,2064.233344277249
NCM43,OUT045,2521.544015026466
FDR31,OUT010,693.3708980556898
DRK49,OUT018,539.8894659711214
NCI30,OUT010,2018.8193806796758
DRD60,OUT017,2919.3686168052245
NCG19,OUT046,3486.9003731266503
FDH12,OUT035,1749.2288277471912
FDM32,OUT035,1620.4403223706172
FDM27,OUT035,2476.5163885101265
NCU53,OUT027,3887.119397445613
NCQ18,OUT046,1569.0648274368823
FDS10,OUT013,2970.8662506324936
FDB33,OUT027,3837.39343608156
FDI12,OUT013,1645.271392276899
NCW42,OUT013,3521.797925276657
NCC06,OUT018,1778.8097412006814
FDW02,OUT017,2215.0633999690126
NCD43,OUT017,1840.216319502421
FDM57,OUT018,1169.0855128603216
FDA58,OUT017,3689.0994940405308
FDK56,OUT046,2835.1851206612228
FDP52,OUT045,3492.001126082595
FDW20,OUT018,1762.8319230455686
FDS52,OUT049,1730.6522638486758
NCT29,OUT018,1628.97915083017
NCL54,OUT013,2870.98301993152
FDC05,OUT045,3007.0163029025625
FDF34,OUT035,3130.246525647458
FDP03,OUT027,3375.5271588405376
FDD32,OUT010,160.6107622303291
FDZ10,OUT045,2005.8295008834134
FDZ40,OUT035,1058.8138115856805
FDD51,OUT018,564.3456275511107
NCY30,OUT019,1094.5523599043308
FDP58,OUT017,3400.901446670686
FDV49,OUT017,4128.282033974479
FDY24,OUT019,760.2920650115923
NCO55,OUT017,1832.509319259384
FDR13,OUT017,2075.660219159303
FDS51,OUT017,1280.4118602753447
FDP26,OUT045,1635.563480508627
NCB54,OUT027,3366.3778052933103
FDF32,OUT017,3167.6663169224294
FDN31,OUT018,2650.6757215679418
DRM48,OUT017,818.3867869116193
FDN20,OUT049,2705.2831997920284
DRL01,OUT046,3544.6129991357866
FDV56,OUT049,1876.4940933187008
DRH13,OUT027,3084.5087768845833
FDA03,OUT017,2491.458741444939
FDF47,OUT027,4707.454789060338
FDX32,OUT046,2345.6575892459223
FDX57,OUT049,1686.7614852880429
NCA30,OUT045,2810.339844987506
FDO49,OUT013,1188.1375177509485
FDL04,OUT019,24.636324189721336
DRM48,OUT035,747.4694587436406
FDR16,OUT013,3429.156011658615
NCC19,OUT018,2636.186394058229
NCE42,OUT045,3523.479431210586
FDY24,OUT017,1133.2404573481836
FDH19,OUT049,2791.611791119907
FDJ46,OUT013,2882.1699049004665
FDN45,OUT010,1701.046670488694
FDY08,OUT035,2239.9729611888915
FDZ37,OUT035,1568.4440967057571
NCT30,OUT045,815.9877632753514
DRY23,OUT018,539.3363382493635
NCZ30,OUT018,1679.2493597776797
FDC44,OUT018,1514.2166432408271
FDB45,OUT035,1803.0791729184689
FDY04,OUT013,2777.9720853642166
FDM27,OUT046,2482.188414723705
FDZ43,OUT017,3834.6554339177155
FDT39,OUT019,787.293297464224
NCC06,OUT019,345.7646193308128
FDL15,OUT027,3761.9920132486923
FDL57,OUT017,4043.095102910569
FDU08,OUT046,1679.7701594040495
FDK40,OUT017,4127.100077352078
FDQ12,OUT010,1853.9462803838614
FDS48,OUT017,2528.1886882812614
FDP09,OUT045,3208.957365996872
FDW21,OUT049,1747.476099421358
FDY25,OUT035,2858.4687746592444
DRE13,OUT017,1571.7756157320537
FDV43,OUT019,852.0997664497372
FDD22,OUT045,1745.5770501728252
FDM46,OUT019,257.76626171467683
NCO30,OUT010,1220.7841586879395
FDM25,OUT046,2756.383264479985
NCN41,OUT049,1987.2627928009251
FDU24,OUT045,1494.7877197859475
FDZ50,OUT046,2885.939498327598
FDP45,OUT013,4033.0506932264097
NCM54,OUT045,1950.7652345346232
FDW10,OUT019,1015.1339987232104
FDP20,OUT017,2204.1239861050326
FDK32,OUT046,2444.0467267375316
FDN52,OUT049,1505.884945379567
FDM58,OUT045,1787.1815334555672
FDZ46,OUT027,3125.3354015314335
NCA18,OUT018,1595.7526188173083
FDD35,OUT046,1992.3478088342304
NCK31,OUT035,969.9354169361391
FDI40,OUT027,2980.9124762907077
FDT50,OUT019,74.09233404362521
NCT06,OUT046,2559.9898809710376
FDT31,OUT035,2985.7633108028376
FDT45,OUT049,1029.1045437262674
FDT13,OUT045,2865.128964296393
FDO50,OUT045,1467.0713040229525
NCU18,OUT010,552.4271940193144
NCR54,OUT049,2983.2987899730233
NCO18,OUT018,2481.038699561941
FDU09,OUT045,1019.8609799503238
FDT13,OUT018,2648.041638920773
FDE09,OUT046,1874.3616446685237
NCK53,OUT019,30.03063428506016
FDG45,OUT049,3262.228340218211
DRH15,OUT035,873.8118234183858
FDO21,OUT019,1808.8704384017224
FDD14,OUT027,4099.877852549896
FDC09,OUT046,1775.3994777890202
FDH45,OUT027,2200.901554649119
FDV32,OUT046,1163.3646601500209
FDG12,OUT035,2036.3179174733032
FDS32,OUT013,2476.5155175840237
NCL55,OUT018,3485.7207018203017
DRE01,OUT035,3627.2249638140165
DRE15,OUT049,1381.662336871792
NCL42,OUT045,3666.4077677889236
FDP31,OUT013,1314.0594845296228
FDN33,OUT018,1286.2740462471247
FDZ59,OUT046,2585.3172916284775
FDE45,OUT010,1146.0636964891933
FDJ07,OUT013,2139.7681756256134
FDQ45,OUT018,2645.936078289272
FDM33,OUT027,4646.596402136301
FDO15,OUT010,231.6977304875984
FDM46,OUT013,1662.5610949897555
FDR03,OUT045,3187.291805058275
FDY49,OUT018,2391.500769315784
FDQ60,OUT045,1875.3570529338926
FDW10,OUT049,2760.8582362696225
FDO51,OUT049,970.5249347975168
FDJ40,OUT018,1551.4477375461793
FDS20,OUT018,2564.812645822679
FDU45,OUT013,2064.391032273273
FDV02,OUT035,2692.542911024251
FDN09,OUT046,3689.5496285232675
NCM55,OUT027,4169.074570743951
FDN23,OUT018,2055.905216664793
FDY31,OUT010,672.6798893023038
FDW03,OUT010,184.65767539348553
FDD14,OUT046,2770.3087720778585
FDV23,OUT017,2131.8918547045705
DRI03,OUT045,2688.5415124790634
FDN13,OUT035,1642.2890636431289
FDF45,OUT027,2495.744629924593
FDU46,OUT035,1586.2822890242933
FDB57,OUT049,3501.3287583445735
FDV12,OUT049,1722.0401789212938
FDQ58,OUT013,2585.9329898184433
NCA18,OUT017,1978.8206799513969
FDH52,OUT049,1190.1199700995603
FDM24,OUT018,2115.1188329943716
NCP43,OUT027,4114.911771991539
NCO18,OUT019,1050.548557192466
FDM32,OUT017,1701.607184203243
NCL07,OUT017,892.9983743809703
FDK03,OUT013,4044.965888861374
FDP59,OUT017,1871.824601740791
FDQ24,OUT049,3811.742538387336
FDQ16,OUT018,1531.9145444676487
FDU44,OUT013,2746.131294321066
FDH28,OUT010,882.6952014941066
FDV28,OUT019,1025.5117043682244
FDM22,OUT045,1002.7552398113298
FDR56,OUT046,3046.3456738604827
FDV39,OUT049,3109.2093971523527
FDU37,OUT019,329.4671437613463
FDQ11,OUT010,2287.4372990182255
FDX02,OUT045,3370.8265467181272
NCS42,OUT018,1239.8559517799608
FDY57,OUT027,2902.4302589099943
FDB21,OUT049,3652.7655730851848
FDE28,OUT017,3607.9122939614335
FDQ55,OUT017,2054.90808637007
FDA48,OUT049,3387.2992043979784
FDZ19,OUT045,2650.1180079611904
NCC43,OUT045,3706.242523498294
NCV18,OUT046,1343.1863961706636
NCA42,OUT018,2205.8193412683204
FDY45,OUT046,3894.534221919037
NCC30,OUT045,2710.479963110566
FDM57,OUT013,1654.7279832149711
FDL09,OUT010,909.7423214529094
FDB09,OUT027,3348.045174263014
FDT44,OUT035,1949.8822085944525
NCT06,OUT027,3870.7644099952304
FDX26,OUT049,2866.5124824485683
FDK32,OUT013,2645.7733489112807
DRA12,OUT046,2253.5578868937573
FDO46,OUT010,1331.0346500619767
FDE52,OUT013,1718.2275175292275
NCH42,OUT045,3429.09202063099
FDV08,OUT035,911.1138821982445
FDB47,OUT018,2939.3843158273266
FDC28,OUT010,155.2602956648866
FDD22,OUT046,1829.311252350451
FDS07,OUT027,3184.710217650525
DRI13,OUT045,3259.062770331635
FDG32,OUT018,3062.602432414027
FDU14,OUT017,3941.025375973719
FDD28,OUT019,614.5310898163609
NCP41,OUT017,1915.8745624586281
FDS08,OUT049,2767.37646328784
FDX47,OUT045,2487.69901529895
FDC53,OUT019,24.867658797030572
FDQ19,OUT035,3772.4323065123963
FDL14,OUT045,2436.528423769809
FDM33,OUT019,1642.7311872373953
FDA51,OUT045,1776.6883091254276
FDZ27,OUT018,700.0396331991769
FDT04,OUT046,801.1587556277495
DRC13,OUT049,2067.780687537123
FDR16,OUT027,4607.658830611662
FDQ03,OUT027,4946.719693614488
FDE38,OUT035,2662.318029022864
DRH23,OUT027,2273.9061979832813
FDT11,OUT019,1288.2569894178714
FDD09,OUT035,2862.9523320054877
FDR40,OUT045,1421.3844651246623
FDX07,OUT017,3042.0290121236794
FDR07,OUT035,1658.5093340683857
FDA51,OUT017,1967.8090682941297
FDT59,OUT019,1868.9799880436703
FDF20,OUT017,3160.782493754611
FDR13,OUT045,1872.9063637203149
FDY26,OUT049,3321.904418939531
FDW04,OUT017,2242.705762521643
FDK52,OUT017,3565.6194542902485
FDN60,OUT049,2475.41796624989
FDM09,OUT019,969.9301892622225
FDP46,OUT049,1509.4940438973158
FDB50,OUT019,440.542818472454
NCQ29,OUT049,3874.3870072047775
FDP16,OUT027,5049.081422821343
FDX33,OUT018,2246.4045644298667
FDP07,OUT010,1374.4270604013604
FDN22,OUT046,3785.4590416338506
FDF39,OUT049,4055.740706862519
FDS21,OUT017,1291.8609983270553
NCM42,OUT013,1924.0615018560466
FDK50,OUT019,893.7701435936369
DRF13,OUT027,3635.729124371879
FDH35,OUT018,2288.047332653333
FDP60,OUT018,1379.5352837551845
DRJ49,OUT027,3407.861705073811
NCT42,OUT019,651.3008367837947
FDE38,OUT049,2655.8137260674685
FDI04,OUT049,3113.29314436772
NCH54,OUT045,2384.2830654338195
FDT56,OUT049,1126.2723435981788
DRD15,OUT018,3245.271640045591
FDV58,OUT013,3122.7097881990057
FDP21,OUT049,2979.7384040457564
FDH05,OUT013,3729.3805318098093
FDR10,OUT027,3882.852369984824
NCP06,OUT045,2287.935106922495
FDF33,OUT049,1821.4557811709137
DRK37,OUT013,3066.202731895909
DRH49,OUT045,1381.0435825021937
FDT58,OUT013,2771.1535473625345
FDD41,OUT018,1462.420410787065
FDP40,OUT018,1581.9536538629877
FDM51,OUT027,3077.724387574217
FDO45,OUT010,129.353005921746
FDW33,OUT010,50.66778161746333
FDY24,OUT045,944.9824715164623
FDB10,OUT010,1938.2250307793847
FDM40,OUT035,2218.953849763122
NCI06,OUT017,2902.3180853119884
FDW12,OUT019,640.677147709343
FDX48,OUT027,3807.249835516047
NCW05,OUT027,2991.5704149266276
FDX27,OUT017,1733.178416706583
DRM37,OUT045,2945.170086585729
FDA38,OUT045,3644.3338767936657
FDR36,OUT046,809.3709587636458
FDZ45,OUT046,3053.96481788252
FDG05,OUT017,2628.10070271546
FDK28,OUT013,4071.600086534955
FDV47,OUT045,1424.9274923850926
FDN21,OUT045,2451.539093155212
FDP20,OUT027,3390.2142967351283
FDI35,OUT045,2774.3296797529756
DRY23,OUT013,1010.9477104823582
FDA56,OUT017,2153.5659417430843
FDB09,OUT013,2180.977603993234
NCO26,OUT027,3180.6325950587325
FDQ49,OUT018,2250.6488775368416
FDI52,OUT027,3267.9467322155897
FDZ44,OUT027,3255.229954963741
FDZ09,OUT018,2264.7451031868386
FDY03,OUT049,1918.6345702945364
NCG42,OUT017,2187.8786832193555
DRI13,OUT027,4647.752749332948
FDQ32,OUT013,2259.812361516778
FDW16,OUT035,1617.5310686281218
FDU27,OUT046,893.5292967185405
FDR28,OUT010,964.6079872017531
FDQ49,OUT010,901.1014399139699
FDS37,OUT046,1907.059900986646
FDW26,OUT018,3108.212319242273
FDX12,OUT018,3438.5576332463434
NCP06,OUT013,2535.138314180879
FDW45,OUT010,665.3634425176033
NCN30,OUT049,1609.676199770567
FDN24,OUT049,992.1204060873783
NCL41,OUT027,2009.3723322597807
FDR02,OUT019,154.9268636699844
FDD09,OUT010,1203.6928111792581
FDS33,OUT010,167.35138689686073
FDU22,OUT045,1861.2546553937368
FDI53,OUT013,2704.324105227639
DRH01,OUT049,2710.4698154701373
FDX32,OUT013,2469.653832576285
NCP30,OUT018,519.1097675390229
FDB60,OUT045,2981.923091958185
FDB14,OUT049,1607.190694957692
NCP02,OUT035,1079.0812230298966
FDJ10,OUT017,2344.038632278408
FDG34,OUT046,1861.5965246157161
NCB18,OUT017,1592.9934783507924
FDM16,OUT049,1379.2667138287966
FDW25,OUT018,1172.117973865219
FDB35,OUT010,89.510718022535
DRN11,OUT013,2351.1966933947924
FDF41,OUT019,1974.980855071643
FDH16,OUT045,1443.298805910516
NCQ50,OUT018,2959.95243877329
DRH23,OUT018,678.561636771024
DRJ37,OUT013,2540.740351842107
DRJ24,OUT027,4116.35460828546
FDY16,OUT035,2891.4904902843755
FDQ27,OUT045,1741.301171943936
FDZ33,OUT045,2261.555786405822
FDF29,OUT045,2112.6075630936443
FDA08,OUT049,2642.0305323077646
FDG31,OUT046,1199.2064474906892
FDE34,OUT019,1136.8022295719065
NCR30,OUT027,2570.6981258431615
FDV33,OUT035,3988.542068688288
DRZ24,OUT018,1627.5468157712912
NCL54,OUT035,2687.4296919139097
FDR12,OUT049,2775.9490071586188
NCC54,OUT046,3612.03960280679
DRN59,OUT013,1040.8696962444105
FDX50,OUT019,107.09854877068983
FDV31,OUT027,4073.027840125682
NCA29,OUT027,3997.603534445445
FDW60,OUT049,2840.160277052626
FDX08,OUT017,2988.9962089717037
DRD49,OUT013,3666.2031586833346
FDD33,OUT046,3501.406246208242
FDW35,OUT013,1065.6671330346294
FDJ36,OUT017,1817.0535259876815
FDV51,OUT035,2668.0098003590847
FDW36,OUT046,1754.3737758816537
FDH35,OUT046,2584.631008410457
NCS30,OUT027,3362.3737176031227
FDN49,OUT017,920.876474931476
FDL08,OUT018,3469.6683231221014
FDI09,OUT013,3824.296151120706
FDP19,OUT018,1740.6946089572557
FDU21,OUT010,926.0244882008896
NCP41,OUT045,1711.6772184420806
FDY10,OUT013,2021.1387444917104
FDP12,OUT018,528.5677500510674
NCN26,OUT049,1905.5677403135487
FDK44,OUT013,2863.483843650375
FDC28,OUT049,1821.3613604783854
FDJ41,OUT027,5310.460093892462
NCT29,OUT035,1993.2449254662165
NCH42,OUT019,1770.0264851731408
FDU60,OUT018,2370.353115736245
FDS02,OUT045,2919.407593030667
FDC51,OUT046,2073.0597725495873
FDU03,OUT013,3036.279720825647
FDX39,OUT045,3245.881266638922
NCY05,OUT010,919.5531958784431
NCL06,OUT027,5201.26493624871
FDD32,OUT035,1478.8860490068942
NCN41,OUT045,1901.8131044662277
NCX53,OUT049,2275.804245254458
FDU57,OUT019,668.2585162382588
FDQ23,OUT046,1756.2716132251567
FDQ52,OUT045,3674.8455538935805
FDC14,OUT045,809.3572802905092
FDY09,OUT035,2804.165316308592
FDQ28,OUT045,2441.208587971688
FDV25,OUT046,3380.7873778495295
FDJ07,OUT035,1968.967655384894
DRB25,OUT049,1743.0672116924852
FDK52,OUT019,1712.693211144338
FDY52,OUT027,2491.4285756501085
FDB28,OUT046,3037.4822513864
FDT36,OUT035,757.8150478464327
FDV25,OUT017,3518.2176759932017
NCN07,OUT027,3395.486162258374
FDC57,OUT017,3159.7092270130815
FDQ03,OUT018,3357.5688446784934
FDU23,OUT017,2772.953344693551
NCX41,OUT035,3284.173345744636
NCD06,OUT035,883.9891341546677
FDW08,OUT045,1658.7777688159144
NCU29,OUT017,2410.3209554474433
NCE06,OUT013,2643.296665831671
FDV52,OUT010,226.65275127313407
FDB02,OUT017,2923.4305116384166
NCR18,OUT045,793.3375954248027
FDK16,OUT049,1574.0813229306855
NCQ29,OUT010,2165.415956009597
FDZ01,OUT019,105.017710605699
FDW27,OUT035,2493.5935943779277
FDD17,OUT018,3349.6149494979372
FDW39,OUT013,2985.179870047892
DRH59,OUT045,1192.9979405179042
FDS52,OUT013,1893.7708300510071
FDU40,OUT027,4341.948050520218
NCF54,OUT013,2853.1786003965744
FDH46,OUT045,1694.2644886412813
NCP14,OUT049,1675.602864191308
FDH50,OUT049,2866.0127219778724
DRF15,OUT010,778.1285337259005
FDV27,OUT027,2866.903166377647
NCJ06,OUT049,1961.2207651071176
FDN02,OUT018,2865.6930900174566
FDQ51,OUT049,1007.4070155957979
FDQ07,OUT017,3553.780274937454
FDS45,OUT049,1818.6372305078899
NCJ06,OUT045,1891.3281320324977
FDD36,OUT035,1963.8108561868062
FDY25,OUT045,2790.566883418568
FDU52,OUT046,2434.958771335696
DRK47,OUT017,3549.3398065739902
NCL30,OUT017,2161.4379590834524
FDN22,OUT035,3829.1057070716315
NCF30,OUT027,3275.8422215315913
